seconds_elapsed,z,y,x
0.02197314453125,0.0020086399745196104,0.02051423117518425,-0.047856654971838
0.0319833984375,-0.0123961316421628,0.027627533301711082,-0.05075231194496155
0.04196240234375,-0.007734457030892372,0.04083525389432907,-0.041455574333667755
0.05197216796875,0.0060599185526371,0.04722204804420471,-0.02801113948225975
0.061982421875,0.03165829926729202,0.04954089596867561,-0.025399472564458847
0.071961181640625,0.04975022003054619,0.05342618376016617,-0.028393398970365524
0.081971435546875,0.060375042259693146,0.05310191214084625,-0.02482439950108528
0.091981201171875,0.06974830478429794,0.042593877762556076,-0.010419361293315887
0.10196044921875,0.08147553354501724,0.002850192366167903,0.0004391453694552183
0.11197021484375,0.10162287950515747,-0.03956544026732445,0.009763404726982117
0.12198046875,0.09627250581979752,-0.075344517827034,0.003427305491641164
0.13195947265625,0.09546450525522232,-0.06354112178087234,-0.00725197046995163
0.14196923828125,0.10643356293439865,-0.06926780194044113,-0.029664160683751106
0.151978515625,0.11750379204750061,-0.08074842393398285,-0.052453625947237015
0.161958251953125,0.1358037143945694,-0.0989074558019638,-0.07598212361335754
0.171967529296875,0.15885710716247559,-0.09552683681249619,-0.0894734337925911
0.181977294921875,0.1750897914171219,-0.062247779220342636,-0.0575452484190464
0.1919560546875,0.1880282312631607,-0.040334489196538925,0.011337410658597946
0.20196630859375,0.20404288172721863,-0.0264490507543087,0.054262883961200714
0.21197607421875,0.21456104516983032,-0.03626919165253639,0.05656997859477997
0.221955322265625,0.20425741374492645,-0.0936916172504425,0.05731591954827309
0.231965087890625,0.1970125436782837,-0.14829307794570923,0.08266414701938629
0.241975341796875,0.18901076912879944,-0.1362624317407608,0.10502414405345917
0.251954345703125,0.1811685562133789,-0.12797173857688904,0.07055272161960602
0.261964111328125,0.18895776569843292,-0.13313822448253632,0.03852013498544693
0.271943359375,0.20542170107364655,-0.12943322956562042,0.04899567738175392
0.281953125,0.1689753234386444,-0.10865037888288498,0.059988755732774734
0.29196240234375,0.12515567243099213,-0.1666276603937149,0.10972115397453308
0.301942138671875,0.11071274429559708,-0.22974567115306854,0.20088417828083038
0.311952392578125,0.031475987285375595,-0.35763999819755554,0.2504647970199585
0.32196142578125,-0.023312006145715714,-0.4553148150444031,0.25314322113990784
0.33194140625,-0.021286405622959137,-0.5625752210617065,0.22011308372020721
0.341950439453125,0.018712298944592476,-0.6389259099960327,0.25218304991722107
0.351960205078125,0.11540821194648743,-0.6077849864959717,0.3168073296546936
0.361937744140625,0.27414342761039734,-0.48224401473999023,0.3962787091732025
0.371947998046875,0.38989078998565674,-0.5218496918678284,0.4562735855579376
0.381957763671875,0.47225305438041687,-0.7779962420463562,0.529133677482605
0.39193701171875,0.5664242506027222,-1.1961003541946411,0.5482897758483887
0.401947021484375,0.707452654838562,-1.5863720178604126,0.5204910635948181
0.41195703125,0.9133767485618591,-1.856964349746704,0.538069486618042
0.42193603515625,1.1756411790847778,-2.0329909324645996,0.6583022475242615
0.43194580078125,1.4979441165924072,-2.1334378719329834,0.8395063877105713
0.441955078125,1.7347770929336548,-2.204408645629883,1.065843105316162
0.451934814453125,1.7154829502105713,-1.98452889919281,1.1808372735977173
0.461944091796875,1.5694516897201538,-1.548278570175171,1.0121476650238037
0.4719541015625,1.4100841283798218,-1.2266649007797241,0.8212400674819946
0.48193310546875,1.240056037902832,-1.085938811302185,0.7902119755744934
0.491943115234375,1.1135708093643188,-1.0574253797531128,0.8494462966918945
0.501921875,0.971574068069458,-1.0611770153045654,0.9489556550979614
0.51193212890625,0.8548722267150879,-1.0356130599975586,1.063819169998169
0.52194189453125,0.8021959662437439,-0.9662570953369141,1.1987965106964111
0.531921142578125,0.8228030204772949,-0.8787805438041687,1.2645906209945679
0.54193115234375,0.9407801032066345,-0.6822988390922546,1.2318388223648071
